subscription_id,customer_id,product_category,plan_type,start_date,status,cancellation_date
SUB00818,CUST02061,skincare,monthly,2024-06-21,cancelled,2024-07-21
SUB00819,CUST02063,skincare,quarterly,2024-06-15,active,
SUB00820,CUST02064,wellness_bundle,monthly,2024-06-14,active,
SUB00821,CUST02065,haircare,quarterly,2024-06-04,active,
SUB00822,CUST02066,supplements,monthly,2024-06-04,active,
SUB00823,CUST02070,haircare,monthly,2024-06-06,cancelled,2024-12-03
SUB00824,CUST02071,skincare,monthly,2024-06-21,active,
SUB00825,CUST02073,supplements,monthly,2024-06-08,cancelled,2024-10-06
SUB00826,CUST02076,supplements,monthly,2024-06-09,active,
SUB00827,CUST02077,supplements,monthly,2024-06-21,active,
SUB00828,CUST02078,skincare,monthly,2024-06-22,cancelled,2024-09-20
SUB00829,CUST02080,wellness_bundle,quarterly,2024-06-26,active,
SUB00830,CUST02081,skincare,monthly,2024-06-25,active,
SUB00831,CUST02085,supplements,monthly,2024-06-16,cancelled,2024-11-13
SUB00832,CUST02090,wellness_bundle,quarterly,2024-06-05,active,
SUB00833,CUST02091,supplements,quarterly,2024-06-22,active,
SUB00834,CUST02094,skincare,monthly,2024-06-24,active,
SUB00835,CUST02096,supplements,quarterly,2024-06-21,active,
SUB00836,CUST02097,wellness_bundle,monthly,2024-06-12,active,
SUB00837,CUST02099,wellness_bundle,monthly,2024-06-20,active,
SUB00838,CUST02100,haircare,monthly,2024-06-16,active,
SUB00839,CUST02101,haircare,quarterly,2024-06-03,active,
SUB00840,CUST02102,wellness_bundle,monthly,2024-06-05,active,
SUB00841,CUST02106,skincare,monthly,2024-06-27,active,
SUB00842,CUST02108,skincare,monthly,2024-06-06,cancelled,2024-12-03
SUB00843,CUST02109,supplements,monthly,2024-06-22,cancelled,2024-08-21
SUB00844,CUST02110,supplements,monthly,2024-06-17,cancelled,2024-11-14
SUB00845,CUST02112,haircare,quarterly,2024-06-22,active,
SUB00846,CUST02113,supplements,quarterly,2024-06-26,active,
SUB00847,CUST02114,wellness_bundle,quarterly,2024-06-13,active,
SUB00848,CUST02115,supplements,monthly,2024-06-28,active,
SUB00849,CUST02116,supplements,monthly,2024-06-13,active,
SUB00850,CUST02117,skincare,monthly,2024-06-20,cancelled,2024-09-18
SUB00851,CUST02119,wellness_bundle,quarterly,2024-06-09,active,
SUB00852,CUST02120,wellness_bundle,quarterly,2024-06-15,active,
SUB00853,CUST02121,haircare,monthly,2024-06-03,cancelled,2024-11-30
SUB00854,CUST02122,skincare,monthly,2024-06-29,active,
SUB00855,CUST02123,skincare,quarterly,2024-06-29,active,
SUB00856,CUST02124,haircare,quarterly,2024-06-27,active,
SUB00857,CUST02125,skincare,monthly,2024-06-14,cancelled,2024-08-13
SUB00858,CUST02128,skincare,monthly,2024-06-18,cancelled,2024-11-15
SUB00859,CUST02129,skincare,monthly,2024-06-26,cancelled,2024-07-26
SUB00860,CUST02132,supplements,monthly,2024-06-13,cancelled,2024-11-10
SUB00861,CUST02133,supplements,monthly,2024-06-24,active,
SUB00862,CUST02134,supplements,quarterly,2024-06-08,active,
SUB00863,CUST02138,wellness_bundle,monthly,2024-06-06,cancelled,2024-09-04
SUB00864,CUST02139,skincare,monthly,2024-06-08,cancelled,2024-08-07
SUB00865,CUST02141,skincare,monthly,2024-06-02,cancelled,2024-07-02
SUB00866,CUST02142,supplements,monthly,2024-06-20,cancelled,2024-07-20
SUB00867,CUST02143,supplements,monthly,2024-06-16,active,
SUB00868,CUST02145,supplements,quarterly,2024-06-02,active,
SUB00869,CUST02147,supplements,monthly,2024-06-29,active,
SUB00870,CUST02148,skincare,quarterly,2024-06-29,active,
SUB00871,CUST02149,haircare,quarterly,2024-06-08,active,
SUB00872,CUST02151,skincare,quarterly,2024-06-25,active,
SUB00873,CUST02152,skincare,monthly,2024-06-26,cancelled,2024-08-25
SUB00874,CUST02153,skincare,quarterly,2024-06-21,active,
SUB00875,CUST02154,haircare,monthly,2024-06-12,active,
SUB00876,CUST02157,wellness_bundle,monthly,2024-06-25,active,
SUB00877,CUST02160,skincare,monthly,2024-06-24,cancelled,2024-11-21
SUB00878,CUST02161,wellness_bundle,quarterly,2024-06-07,active,
SUB00879,CUST02164,supplements,quarterly,2024-06-15,active,
SUB00880,CUST02168,supplements,quarterly,2024-06-22,active,
SUB00881,CUST02170,skincare,quarterly,2024-06-07,active,
SUB00882,CUST02171,supplements,quarterly,2024-06-10,active,
SUB00883,CUST02173,wellness_bundle,monthly,2024-06-09,active,
SUB00884,CUST02175,supplements,monthly,2024-06-22,active,
SUB00885,CUST02182,haircare,monthly,2024-07-16,cancelled,2024-10-14
SUB00886,CUST02187,haircare,quarterly,2024-07-25,active,
SUB00887,CUST02194,supplements,monthly,2024-07-30,active,
SUB00888,CUST02195,skincare,quarterly,2024-07-07,active,
SUB00889,CUST02196,skincare,monthly,2024-07-05,active,
SUB00890,CUST02198,skincare,monthly,2024-07-06,cancelled,2024-09-04
SUB00891,CUST02199,supplements,quarterly,2024-07-13,active,
SUB00892,CUST02202,skincare,quarterly,2024-07-16,active,
SUB00893,CUST02203,supplements,monthly,2024-07-23,active,
SUB00894,CUST02209,haircare,monthly,2024-07-30,cancelled,2024-12-27
SUB00895,CUST02214,haircare,quarterly,2024-07-30,cancelled,2024-10-28
SUB00896,CUST02220,skincare,monthly,2024-07-08,cancelled,2024-12-05
SUB00897,CUST02221,skincare,monthly,2024-07-26,active,
SUB00898,CUST02223,skincare,quarterly,2024-07-13,active,
SUB00899,CUST02224,supplements,monthly,2024-07-17,active,
SUB00900,CUST02227,skincare,monthly,2024-07-14,cancelled,2024-08-13
SUB00901,CUST02249,supplements,monthly,2024-07-15,active,
SUB00902,CUST02250,skincare,monthly,2024-07-24,cancelled,2024-11-21
SUB00903,CUST02255,skincare,quarterly,2024-07-22,active,
SUB00904,CUST02259,wellness_bundle,monthly,2024-07-09,active,
SUB00905,CUST02267,haircare,quarterly,2024-07-28,active,
SUB00906,CUST02268,haircare,monthly,2024-07-11,active,
SUB00907,CUST02272,supplements,quarterly,2024-07-14,active,
SUB00908,CUST02273,haircare,quarterly,2024-07-18,active,
SUB00909,CUST02277,haircare,quarterly,2024-07-13,active,
SUB00910,CUST02284,haircare,quarterly,2024-07-27,active,
SUB00911,CUST02286,wellness_bundle,monthly,2024-07-01,active,
SUB00912,CUST02290,skincare,monthly,2024-07-22,cancelled,2024-08-21
SUB00913,CUST02291,haircare,monthly,2024-07-11,active,
SUB00914,CUST02293,haircare,monthly,2024-07-30,active,
SUB00915,CUST02299,supplements,quarterly,2024-07-17,active,
SUB00916,CUST02304,supplements,quarterly,2024-07-10,active,
SUB00917,CUST02307,skincare,monthly,2024-07-18,active,
SUB00918,CUST02315,wellness_bundle,monthly,2024-07-14,active,
SUB00919,CUST02316,skincare,quarterly,2024-07-15,active,
SUB00920,CUST02317,haircare,monthly,2024-07-19,cancelled,2024-08-18
SUB00921,CUST02318,supplements,quarterly,2024-07-10,active,
SUB00922,CUST02321,supplements,monthly,2024-07-15,cancelled,2024-11-12
SUB00923,CUST02325,haircare,monthly,2024-07-22,active,
SUB00924,CUST02326,haircare,quarterly,2024-07-28,active,
SUB00925,CUST02328,supplements,quarterly,2024-07-26,active,
SUB00926,CUST02329,supplements,monthly,2024-07-23,active,
SUB00927,CUST02333,skincare,monthly,2024-07-22,cancelled,2024-10-20
SUB00928,CUST02336,supplements,monthly,2024-07-02,active,
SUB00929,CUST02337,haircare,monthly,2024-07-26,active,
SUB00930,CUST02338,skincare,monthly,2024-07-04,cancelled,2024-09-02
SUB00931,CUST02339,supplements,monthly,2024-07-30,active,
SUB00932,CUST02342,haircare,quarterly,2024-07-12,active,
SUB00933,CUST02343,wellness_bundle,monthly,2024-07-21,active,
SUB00934,CUST02347,wellness_bundle,monthly,2024-07-09,active,
SUB00935,CUST02350,haircare,quarterly,2024-07-17,active,
SUB00936,CUST02353,haircare,quarterly,2024-07-08,active,
SUB00937,CUST02355,haircare,monthly,2024-07-03,active,
SUB00938,CUST02356,supplements,quarterly,2024-07-25,active,
SUB00939,CUST02360,wellness_bundle,monthly,2024-07-21,active,
SUB00940,CUST02363,skincare,monthly,2024-07-08,active,
SUB00941,CUST02365,supplements,monthly,2024-07-15,active,
SUB00942,CUST02371,skincare,monthly,2024-07-04,active,
SUB00943,CUST02372,haircare,quarterly,2024-07-17,active,
SUB00944,CUST02373,skincare,monthly,2024-07-19,active,
SUB00945,CUST02376,skincare,quarterly,2024-07-20,active,
SUB00946,CUST02378,supplements,quarterly,2024-07-14,active,
SUB00947,CUST02379,skincare,monthly,2024-07-03,cancelled,2024-09-01
SUB00948,CUST02381,wellness_bundle,quarterly,2024-07-30,active,
SUB00949,CUST02383,skincare,quarterly,2024-07-22,active,
SUB00950,CUST02385,skincare,monthly,2024-07-09,cancelled,2024-08-08
SUB00951,CUST02387,haircare,quarterly,2024-07-16,active,
SUB00952,CUST02391,supplements,monthly,2024-07-02,cancelled,2024-10-30
SUB00953,CUST02392,supplements,monthly,2024-07-23,active,
SUB00954,CUST02394,wellness_bundle,monthly,2024-07-17,cancelled,2024-12-14
SUB00955,CUST02395,skincare,quarterly,2024-07-03,active,
SUB00956,CUST02396,skincare,monthly,2024-07-15,active,
SUB00957,CUST02398,skincare,monthly,2024-07-13,active,
SUB00958,CUST02399,supplements,quarterly,2024-07-14,active,
SUB00959,CUST02402,wellness_bundle,quarterly,2024-07-27,active,
SUB00960,CUST02403,skincare,quarterly,2024-07-18,active,
SUB00961,CUST02406,skincare,quarterly,2024-07-15,cancelled,2024-10-13
SUB00962,CUST02411,haircare,monthly,2024-07-10,active,
SUB00963,CUST02413,skincare,monthly,2024-07-26,cancelled,2024-10-24
SUB00964,CUST02418,skincare,quarterly,2024-07-15,active,
SUB00965,CUST02419,wellness_bundle,quarterly,2024-07-10,active,
SUB00966,CUST02423,wellness_bundle,monthly,2024-07-08,active,
SUB00967,CUST02424,wellness_bundle,monthly,2024-07-26,active,
SUB00968,CUST02430,skincare,quarterly,2024-07-23,active,
SUB00969,CUST02431,skincare,monthly,2024-07-23,active,
SUB00970,CUST02449,haircare,quarterly,2024-07-09,active,
SUB00971,CUST02456,supplements,quarterly,2024-07-17,active,
SUB00972,CUST02457,haircare,monthly,2024-07-12,active,
SUB00973,CUST02459,skincare,quarterly,2024-07-28,active,
SUB00974,CUST02460,supplements,monthly,2024-07-16,active,
SUB00975,CUST02462,haircare,monthly,2024-07-14,active,
SUB00976,CUST02464,supplements,quarterly,2024-07-03,active,
SUB00977,CUST02465,skincare,monthly,2024-07-10,cancelled,2024-09-08
SUB00978,CUST02467,wellness_bundle,monthly,2024-07-23,active,
SUB00979,CUST02468,haircare,monthly,2024-07-15,cancelled,2024-10-13
SUB00980,CUST02471,skincare,monthly,2024-07-24,active,
SUB00981,CUST02473,skincare,monthly,2024-07-20,cancelled,2024-08-19
SUB00982,CUST02474,supplements,quarterly,2024-07-16,active,
SUB00983,CUST02476,haircare,quarterly,2024-07-05,active,
SUB00984,CUST02477,skincare,quarterly,2024-07-07,active,
SUB00985,CUST02480,supplements,monthly,2024-07-25,active,
SUB00986,CUST02482,skincare,quarterly,2024-07-20,active,
SUB00987,CUST02483,skincare,monthly,2024-07-01,active,
SUB00988,CUST02484,skincare,monthly,2024-07-11,cancelled,2024-08-10
SUB00989,CUST02487,skincare,monthly,2024-07-08,cancelled,2024-09-06
SUB00990,CUST02488,supplements,monthly,2024-07-21,active,
SUB00991,CUST02489,supplements,quarterly,2024-07-19,active,
SUB00992,CUST02490,haircare,monthly,2024-07-29,active,
SUB00993,CUST02492,wellness_bundle,monthly,2024-07-09,active,
SUB00994,CUST02495,supplements,quarterly,2024-07-18,active,
SUB00995,CUST02496,supplements,quarterly,2024-07-12,active,
SUB00996,CUST02497,haircare,monthly,2024-07-08,active,
SUB00997,CUST02498,supplements,monthly,2024-07-30,cancelled,2024-11-27
SUB00998,CUST02499,supplements,monthly,2024-07-17,cancelled,2024-11-14
SUB00999,CUST02500,wellness_bundle,quarterly,2024-07-06,active,
SUB01000,CUST02501,skincare,monthly,2024-07-29,cancelled,2024-10-27
SUB01001,CUST02502,skincare,quarterly,2024-07-06,active,
SUB01002,CUST02503,supplements,monthly,2024-07-19,cancelled,2024-10-17
SUB01003,CUST02505,haircare,quarterly,2024-07-20,active,
SUB01004,CUST02508,supplements,monthly,2024-07-04,active,
SUB01005,CUST02509,haircare,monthly,2024-07-17,active,
SUB01006,CUST02510,haircare,quarterly,2024-07-27,active,
SUB01007,CUST02511,supplements,quarterly,2024-07-22,active,
SUB01008,CUST02512,wellness_bundle,quarterly,2024-07-29,active,
SUB01009,CUST02513,skincare,monthly,2024-07-11,active,
SUB01010,CUST02514,haircare,monthly,2024-07-25,active,
SUB01011,CUST02517,skincare,monthly,2024-07-10,cancelled,2024-10-08
SUB01012,CUST02519,wellness_bundle,monthly,2024-07-25,cancelled,2024-12-22
SUB01013,CUST02520,skincare,monthly,2024-07-01,cancelled,2024-10-29
SUB01014,CUST02521,skincare,quarterly,2024-07-11,active,
SUB01015,CUST02522,wellness_bundle,monthly,2024-07-17,active,
SUB01016,CUST02524,skincare,quarterly,2024-07-28,active,
SUB01017,CUST02525,supplements,monthly,2024-07-29,active,
SUB01018,CUST02526,skincare,monthly,2024-07-05,active,
SUB01019,CUST02527,supplements,quarterly,2024-07-05,active,
SUB01020,CUST02529,haircare,quarterly,2024-07-06,active,
SUB01021,CUST02533,supplements,monthly,2024-07-15,active,
SUB01022,CUST02534,haircare,monthly,2024-07-29,active,
SUB01023,CUST02535,skincare,quarterly,2024-07-30,active,
SUB01024,CUST02536,skincare,quarterly,2024-07-11,active,
SUB01025,CUST02537,skincare,monthly,2024-07-24,active,
SUB01026,CUST02541,supplements,quarterly,2024-07-02,active,
SUB01027,CUST02544,skincare,monthly,2024-07-10,active,
SUB01028,CUST02545,wellness_bundle,monthly,2024-07-26,active,
SUB01029,CUST02546,haircare,quarterly,2024-07-19,active,
SUB01030,CUST02547,haircare,monthly,2024-07-07,cancelled,2024-10-05
SUB01031,CUST02548,skincare,monthly,2024-07-25,active,
SUB01032,CUST02549,skincare,monthly,2024-07-18,active,
SUB01033,CUST02550,supplements,monthly,2024-07-30,active,
SUB01034,CUST02551,supplements,monthly,2024-07-14,active,
SUB01035,CUST02552,wellness_bundle,monthly,2024-07-25,active,
SUB01036,CUST02553,skincare,quarterly,2024-07-25,active,
SUB01037,CUST02554,supplements,quarterly,2024-07-04,active,
SUB01038,CUST02555,skincare,quarterly,2024-07-18,active,
SUB01039,CUST02557,supplements,quarterly,2024-07-25,active,
SUB01040,CUST02558,skincare,monthly,2024-07-30,active,
SUB01041,CUST02560,supplements,monthly,2024-07-03,cancelled,2024-08-02
SUB01042,CUST02561,haircare,monthly,2024-07-04,active,
SUB01043,CUST02562,skincare,monthly,2024-07-24,cancelled,2024-12-21
SUB01044,CUST02563,wellness_bundle,monthly,2024-07-23,active,
SUB01045,CUST02564,supplements,monthly,2024-07-24,cancelled,2024-08-23
SUB01046,CUST02567,skincare,monthly,2024-07-30,active,
SUB01047,CUST02569,haircare,monthly,2024-07-04,active,
SUB01048,CUST02570,supplements,monthly,2024-07-18,active,
SUB01049,CUST02572,haircare,monthly,2024-07-24,active,
SUB01050,CUST02573,haircare,monthly,2024-07-26,active,
SUB01051,CUST02574,supplements,monthly,2024-07-29,active,
SUB01052,CUST02575,haircare,monthly,2024-07-23,active,
SUB01053,CUST02576,supplements,quarterly,2024-07-09,active,
SUB01054,CUST02577,wellness_bundle,monthly,2024-07-09,active,
SUB01055,CUST02578,skincare,monthly,2024-07-18,cancelled,2024-09-16
SUB01056,CUST02579,skincare,monthly,2024-07-28,active,
SUB01057,CUST02581,wellness_bundle,monthly,2024-07-25,cancelled,2024-09-23
SUB01058,CUST02583,wellness_bundle,quarterly,2024-07-16,active,
SUB01059,CUST02587,supplements,monthly,2024-07-03,cancelled,2024-10-01
SUB01060,CUST02590,wellness_bundle,quarterly,2024-07-28,active,
SUB01061,CUST02591,supplements,monthly,2024-07-07,cancelled,2024-09-05
SUB01062,CUST02593,skincare,monthly,2024-08-11,active,
SUB01063,CUST02608,skincare,monthly,2024-08-26,cancelled,2024-11-24
SUB01064,CUST02610,supplements,quarterly,2024-08-25,active,
SUB01065,CUST02611,supplements,monthly,2024-08-08,active,
SUB01066,CUST02612,wellness_bundle,monthly,2024-08-20,active,
SUB01067,CUST02616,haircare,monthly,2024-08-17,active,
SUB01068,CUST02621,haircare,monthly,2024-08-16,active,
SUB01069,CUST02625,skincare,monthly,2024-08-23,active,
SUB01070,CUST02630,supplements,quarterly,2024-08-04,active,
SUB01071,CUST02631,haircare,quarterly,2024-08-28,active,
SUB01072,CUST02632,wellness_bundle,quarterly,2024-08-06,active,
SUB01073,CUST02634,supplements,monthly,2024-08-25,cancelled,2024-12-23
SUB01074,CUST02636,haircare,quarterly,2024-08-21,active,
SUB01075,CUST02637,supplements,monthly,2024-08-28,active,
SUB01076,CUST02638,supplements,monthly,2024-08-15,cancelled,2024-09-14
SUB01077,CUST02644,haircare,monthly,2024-08-23,active,
SUB01078,CUST02652,skincare,quarterly,2024-08-19,active,
SUB01079,CUST02664,haircare,monthly,2024-08-04,active,
SUB01080,CUST02681,supplements,monthly,2024-08-11,active,
SUB01081,CUST02682,haircare,monthly,2024-08-26,active,
SUB01082,CUST02684,haircare,quarterly,2024-08-13,active,
SUB01083,CUST02686,supplements,monthly,2024-08-23,active,
SUB01084,CUST02690,haircare,quarterly,2024-08-16,active,
SUB01085,CUST02697,supplements,monthly,2024-08-16,active,
SUB01086,CUST02698,skincare,quarterly,2024-08-28,active,
SUB01087,CUST02700,skincare,monthly,2024-08-28,active,
SUB01088,CUST02701,skincare,monthly,2024-08-25,cancelled,2024-11-23
SUB01089,CUST02706,wellness_bundle,monthly,2024-08-23,active,
SUB01090,CUST02708,skincare,quarterly,2024-08-21,active,
SUB01091,CUST02709,skincare,monthly,2024-08-16,cancelled,2024-11-14
SUB01092,CUST02714,wellness_bundle,monthly,2024-08-29,active,
SUB01093,CUST02715,wellness_bundle,monthly,2024-08-19,cancelled,2024-11-17
SUB01094,CUST02718,supplements,monthly,2024-08-27,active,
SUB01095,CUST02719,wellness_bundle,monthly,2024-08-03,active,
SUB01096,CUST02721,skincare,monthly,2024-08-09,active,
SUB01097,CUST02724,supplements,monthly,2024-08-05,active,
SUB01098,CUST02728,skincare,quarterly,2024-08-28,active,
SUB01099,CUST02731,supplements,monthly,2024-08-16,cancelled,2024-12-14
SUB01100,CUST02735,skincare,monthly,2024-08-16,active,
SUB01101,CUST02737,haircare,monthly,2024-08-17,active,
SUB01102,CUST02739,skincare,quarterly,2024-08-07,active,
SUB01103,CUST02741,haircare,quarterly,2024-08-01,active,
SUB01104,CUST02743,haircare,monthly,2024-08-24,active,
SUB01105,CUST02745,haircare,monthly,2024-08-01,cancelled,2024-10-30
SUB01106,CUST02746,supplements,quarterly,2024-08-23,active,
SUB01107,CUST02754,skincare,monthly,2024-08-21,cancelled,2024-10-20
SUB01108,CUST02757,supplements,monthly,2024-08-25,active,
SUB01109,CUST02764,wellness_bundle,monthly,2024-08-04,active,
SUB01110,CUST02765,wellness_bundle,monthly,2024-08-12,active,
SUB01111,CUST02768,supplements,quarterly,2024-08-01,active,
SUB01112,CUST02779,haircare,monthly,2024-08-01,active,
SUB01113,CUST02780,haircare,monthly,2024-08-13,active,
SUB01114,CUST02794,supplements,quarterly,2024-08-27,active,
SUB01115,CUST02799,skincare,quarterly,2024-08-11,active,
SUB01116,CUST02803,haircare,monthly,2024-08-05,active,
SUB01117,CUST02804,supplements,monthly,2024-08-07,active,
SUB01118,CUST02808,skincare,monthly,2024-08-21,active,
SUB01119,CUST02809,skincare,monthly,2024-08-30,cancelled,2024-10-29
SUB01120,CUST02817,skincare,quarterly,2024-08-27,active,
SUB01121,CUST02820,supplements,quarterly,2024-08-24,active,
SUB01122,CUST02825,skincare,monthly,2024-08-15,active,
SUB01123,CUST02827,supplements,monthly,2024-08-04,active,
SUB01124,CUST02830,haircare,monthly,2024-08-15,active,
SUB01125,CUST02831,supplements,monthly,2024-08-20,active,
SUB01126,CUST02835,haircare,monthly,2024-08-17,active,
SUB01127,CUST02838,haircare,quarterly,2024-08-01,active,
SUB01128,CUST02839,skincare,monthly,2024-08-22,active,
SUB01129,CUST02840,haircare,quarterly,2024-08-25,active,
SUB01130,CUST02846,wellness_bundle,monthly,2024-08-05,active,
SUB01131,CUST02848,haircare,quarterly,2024-08-16,active,
SUB01132,CUST02850,supplements,quarterly,2024-08-09,active,
SUB01133,CUST02851,haircare,quarterly,2024-08-30,active,
SUB01134,CUST02852,haircare,quarterly,2024-08-24,active,
SUB01135,CUST02853,skincare,monthly,2024-08-21,active,
SUB01136,CUST02854,supplements,monthly,2024-08-08,active,
SUB01137,CUST02856,supplements,monthly,2024-08-17,cancelled,2024-10-16
SUB01138,CUST02857,supplements,monthly,2024-08-15,active,
SUB01139,CUST02858,supplements,quarterly,2024-08-29,active,
SUB01140,CUST02859,skincare,monthly,2024-08-15,active,
SUB01141,CUST02860,skincare,monthly,2024-08-03,cancelled,2024-10-02
SUB01142,CUST02862,skincare,monthly,2024-08-01,cancelled,2024-12-29
SUB01143,CUST02863,skincare,monthly,2024-08-25,active,
SUB01144,CUST02866,supplements,monthly,2024-08-11,active,
SUB01145,CUST02867,supplements,quarterly,2024-08-06,cancelled,2024-11-04
SUB01146,CUST02869,supplements,monthly,2024-08-07,active,
SUB01147,CUST02870,supplements,monthly,2024-08-13,active,
SUB01148,CUST02873,supplements,quarterly,2024-08-21,active,
SUB01149,CUST02875,supplements,quarterly,2024-08-21,active,
SUB01150,CUST02876,supplements,monthly,2024-08-11,active,
SUB01151,CUST02877,wellness_bundle,monthly,2024-08-01,active,
SUB01152,CUST02879,skincare,monthly,2024-08-03,cancelled,2024-11-01
SUB01153,CUST02880,supplements,monthly,2024-08-22,active,
SUB01154,CUST02883,haircare,monthly,2024-08-23,cancelled,2024-11-21
SUB01155,CUST02884,wellness_bundle,monthly,2024-08-25,active,
SUB01156,CUST02886,haircare,monthly,2024-08-03,cancelled,2024-10-02
SUB01157,CUST02888,supplements,monthly,2024-08-29,active,
SUB01158,CUST02892,supplements,monthly,2024-08-12,cancelled,2024-09-11
SUB01159,CUST02893,wellness_bundle,quarterly,2024-08-19,active,
SUB01160,CUST02896,haircare,monthly,2024-08-28,cancelled,2024-11-26
SUB01161,CUST02899,wellness_bundle,monthly,2024-08-06,active,
SUB01162,CUST02900,wellness_bundle,monthly,2024-08-01,cancelled,2024-10-30
SUB01163,CUST02901,skincare,monthly,2024-08-15,active,
SUB01164,CUST02902,supplements,quarterly,2024-08-14,active,
SUB01165,CUST02904,supplements,monthly,2024-08-25,cancelled,2024-11-23
SUB01166,CUST02905,supplements,quarterly,2024-08-13,active,
SUB01167,CUST02906,skincare,quarterly,2024-08-02,active,
SUB01168,CUST02907,haircare,quarterly,2024-08-20,active,
SUB01169,CUST02908,skincare,monthly,2024-08-24,active,
SUB01170,CUST02909,skincare,monthly,2024-08-15,active,
SUB01171,CUST02911,skincare,quarterly,2024-08-14,active,
SUB01172,CUST02912,supplements,monthly,2024-08-14,active,
SUB01173,CUST02913,haircare,monthly,2024-08-12,active,
SUB01174,CUST02915,haircare,monthly,2024-08-20,cancelled,2024-12-18
SUB01175,CUST02917,supplements,monthly,2024-08-02,cancelled,2024-10-01
SUB01176,CUST02918,skincare,quarterly,2024-08-01,active,
SUB01177,CUST02919,supplements,monthly,2024-08-03,active,
SUB01178,CUST02920,haircare,quarterly,2024-08-30,active,
SUB01179,CUST02923,skincare,quarterly,2024-08-15,active,
SUB01180,CUST02925,supplements,monthly,2024-08-20,active,
SUB01181,CUST02926,haircare,quarterly,2024-08-05,active,
SUB01182,CUST02927,supplements,monthly,2024-08-03,active,
SUB01183,CUST02930,haircare,monthly,2024-08-14,active,
SUB01184,CUST02932,skincare,monthly,2024-08-25,active,
SUB01185,CUST02934,supplements,monthly,2024-08-02,active,
SUB01186,CUST02950,skincare,monthly,2024-09-26,active,
SUB01187,CUST02951,supplements,quarterly,2024-09-02,active,
SUB01188,CUST02953,haircare,monthly,2024-09-08,active,
SUB01189,CUST02965,skincare,monthly,2024-09-23,cancelled,2024-10-23
SUB01190,CUST02966,haircare,monthly,2024-09-09,active,
SUB01191,CUST02968,skincare,monthly,2024-09-25,active,
SUB01192,CUST02972,supplements,quarterly,2024-09-15,active,
SUB01193,CUST02975,skincare,monthly,2024-09-05,active,
SUB01194,CUST02976,supplements,monthly,2024-09-21,cancelled,2024-12-20
SUB01195,CUST02979,wellness_bundle,monthly,2024-09-20,active,
SUB01196,CUST02980,skincare,monthly,2024-09-05,cancelled,2024-11-04
SUB01197,CUST02982,supplements,quarterly,2024-09-01,active,
SUB01198,CUST02983,skincare,monthly,2024-09-29,active,
SUB01199,CUST02986,supplements,quarterly,2024-09-24,active,
SUB01200,CUST02989,supplements,quarterly,2024-09-16,active,
SUB01201,CUST02990,supplements,monthly,2024-09-24,active,
SUB01202,CUST02991,supplements,monthly,2024-09-25,cancelled,2024-12-24
SUB01203,CUST02994,haircare,monthly,2024-09-28,active,
SUB01204,CUST02995,haircare,monthly,2024-09-25,active,
SUB01205,CUST02998,skincare,quarterly,2024-09-08,active,
SUB01206,CUST03000,wellness_bundle,monthly,2024-09-07,cancelled,2024-10-07
SUB01207,CUST03003,supplements,quarterly,2024-09-06,active,
SUB01208,CUST03007,haircare,quarterly,2024-09-05,active,
SUB01209,CUST03019,supplements,monthly,2024-09-26,active,
SUB01210,CUST03022,haircare,monthly,2024-09-26,active,
SUB01211,CUST03024,skincare,monthly,2024-09-19,active,
SUB01212,CUST03027,skincare,monthly,2024-09-06,active,
SUB01213,CUST03028,skincare,quarterly,2024-09-14,active,
SUB01214,CUST03041,supplements,quarterly,2024-09-21,active,
SUB01215,CUST03042,skincare,quarterly,2024-09-20,active,
SUB01216,CUST03045,supplements,quarterly,2024-09-26,active,
SUB01217,CUST03049,wellness_bundle,monthly,2024-09-21,active,
SUB01218,CUST03050,skincare,monthly,2024-09-26,active,
SUB01219,CUST03051,wellness_bundle,monthly,2024-09-08,cancelled,2024-10-08
SUB01220,CUST03052,skincare,quarterly,2024-09-20,active,
SUB01221,CUST03053,skincare,quarterly,2024-09-06,active,
SUB01222,CUST03055,skincare,monthly,2024-09-28,active,
SUB01223,CUST03057,skincare,monthly,2024-09-07,active,
SUB01224,CUST03061,haircare,monthly,2024-09-08,cancelled,2024-12-07
SUB01225,CUST03065,skincare,monthly,2024-09-05,active,
SUB01226,CUST03067,skincare,monthly,2024-09-23,active,
SUB01227,CUST03068,supplements,monthly,2024-09-16,active,
SUB01228,CUST03069,skincare,quarterly,2024-09-09,active,
SUB01229,CUST03070,haircare,monthly,2024-09-02,active,
SUB01230,CUST03077,supplements,monthly,2024-09-16,active,
SUB01231,CUST03078,supplements,monthly,2024-09-21,active,
SUB01232,CUST03079,supplements,monthly,2024-09-06,active,
SUB01233,CUST03080,supplements,monthly,2024-09-12,active,
SUB01234,CUST03081,skincare,monthly,2024-09-07,active,
SUB01235,CUST03082,haircare,monthly,2024-09-02,active,
SUB01236,CUST03083,haircare,quarterly,2024-09-06,active,
SUB01237,CUST03085,supplements,monthly,2024-09-27,active,
SUB01238,CUST03086,skincare,monthly,2024-09-05,cancelled,2024-10-05
SUB01239,CUST03087,haircare,monthly,2024-09-22,cancelled,2024-10-22
SUB01240,CUST03090,wellness_bundle,monthly,2024-09-06,active,
SUB01241,CUST03091,haircare,monthly,2024-09-24,active,
SUB01242,CUST03092,supplements,monthly,2024-09-26,cancelled,2024-12-25
