subscription_id,customer_id,plan_type,product_category_key,lifetime_days,is_churned,estimated_mrr,churn_probability,risk_band
SUB00755,CUST01913,quarterly,supplements,710,False,4.5,0.0472,Low
SUB00756,CUST01914,monthly,supplements,60,True,0.0,0.966,High
SUB00757,CUST01917,quarterly,haircare,725,False,4.87,0.0359,Low
SUB00758,CUST01919,quarterly,skincare,723,False,5.38,0.0383,Low
SUB00759,CUST01922,monthly,skincare,90,True,0.0,0.9265,High
SUB00760,CUST01923,monthly,skincare,707,False,13.16,0.3502,Medium
SUB00761,CUST01925,monthly,skincare,708,False,13.38,0.3464,Medium
SUB00762,CUST01926,monthly,supplements,120,True,0.0,0.8625,High
SUB00763,CUST01928,quarterly,skincare,717,False,3.92,0.0291,Low
SUB00764,CUST01929,monthly,skincare,731,False,14.58,0.1534,Low
SUB00765,CUST01931,monthly,supplements,717,False,9.96,0.4377,Medium
SUB00766,CUST01936,monthly,supplements,722,False,10.19,0.4277,Medium
SUB00767,CUST01938,quarterly,skincare,718,False,5.87,0.0366,Low
SUB00768,CUST01941,monthly,supplements,727,False,9.78,0.4383,Medium
SUB00769,CUST01943,quarterly,wellness_bundle,732,False,6.62,0.0276,Low
SUB00770,CUST01948,monthly,supplements,727,False,10.21,0.4294,Medium
SUB00771,CUST01949,monthly,skincare,730,False,10.83,0.3533,Medium
SUB00772,CUST01951,quarterly,wellness_bundle,726,False,8.98,0.0335,Low
SUB00773,CUST01954,monthly,supplements,728,False,9.94,0.426,Medium
SUB00774,CUST01955,monthly,skincare,712,False,13.0,0.3512,Medium
SUB00775,CUST01956,quarterly,haircare,732,False,4.95,0.0354,Low
SUB00776,CUST01957,quarterly,supplements,716,False,4.39,0.0476,Low
SUB00777,CUST01958,monthly,skincare,60,True,0.0,0.9769,High
SUB00778,CUST01960,monthly,haircare,716,False,11.35,0.3618,Medium
SUB00779,CUST01961,quarterly,skincare,714,False,5.58,0.0378,Low
SUB00780,CUST01962,quarterly,wellness_bundle,719,False,9.58,0.0318,Low
SUB00781,CUST01964,monthly,skincare,30,True,0.0,0.9922,High
SUB00782,CUST01966,monthly,supplements,180,True,0.0,0.4325,Medium
SUB00783,CUST01968,monthly,haircare,733,False,13.13,0.1541,Low
SUB00784,CUST01969,monthly,skincare,728,False,11.18,0.3486,Medium
SUB00785,CUST01971,quarterly,haircare,720,False,4.9,0.0358,Low
SUB00786,CUST01973,monthly,haircare,210,True,0.0,0.1525,Low
SUB00787,CUST01979,quarterly,skincare,714,False,5.53,0.038,Low
SUB00788,CUST01982,monthly,supplements,90,True,0.0,0.947,High
SUB00789,CUST01983,quarterly,supplements,719,False,4.24,0.0482,Low
SUB00790,CUST01984,monthly,supplements,120,True,0.0,0.8687,High
SUB00791,CUST01985,quarterly,skincare,728,False,3.69,0.0296,Low
SUB00792,CUST01986,monthly,wellness_bundle,734,False,21.38,0.1107,Low
SUB00793,CUST01989,monthly,supplements,60,True,0.0,0.9811,High
SUB00794,CUST01992,quarterly,supplements,711,False,4.31,0.0481,Low
SUB00795,CUST01994,quarterly,supplements,713,False,3.06,0.0356,Low
SUB00796,CUST01995,monthly,haircare,727,False,11.44,0.3611,Medium
SUB00797,CUST01997,monthly,skincare,60,True,0.0,0.9768,High
SUB00798,CUST01998,quarterly,supplements,90,True,0.0,0.1239,Low
SUB00799,CUST02005,monthly,skincare,727,False,11.41,0.3284,Low
SUB00800,CUST02008,monthly,skincare,716,False,13.39,0.3495,Medium
SUB00801,CUST02011,monthly,skincare,720,False,12.37,0.3669,Medium
SUB00802,CUST02017,quarterly,supplements,716,False,4.8,0.0457,Low
SUB00803,CUST02022,monthly,wellness_bundle,180,True,0.0,0.2842,Low
SUB00804,CUST02024,quarterly,supplements,725,False,4.07,0.0488,Low
SUB00805,CUST02029,quarterly,haircare,722,False,4.89,0.0359,Low
SUB00806,CUST02031,monthly,wellness_bundle,727,False,21.14,0.2888,Low
SUB00807,CUST02033,monthly,skincare,713,False,13.39,0.3448,Medium
SUB00808,CUST02036,quarterly,skincare,730,False,5.53,0.0375,Low
SUB00809,CUST02041,monthly,haircare,722,False,11.64,0.3551,Medium
SUB00810,CUST02045,quarterly,supplements,716,False,4.33,0.0478,Low
SUB00811,CUST02047,monthly,supplements,709,False,7.56,0.3919,Medium
SUB00812,CUST02052,monthly,supplements,714,False,10.45,0.4207,Medium
SUB00813,CUST02053,quarterly,haircare,727,False,5.24,0.0345,Low
SUB00814,CUST02055,quarterly,supplements,712,False,4.31,0.048,Low
SUB00815,CUST02056,quarterly,haircare,725,False,5.02,0.0353,Low
SUB00816,CUST02058,quarterly,supplements,180,True,0.0,0.0483,Low
SUB00817,CUST02059,quarterly,skincare,733,False,5.34,0.0382,Low
SUB00818,CUST02061,monthly,skincare,30,True,0.0,0.9922,High
SUB00819,CUST02063,quarterly,skincare,720,False,5.28,0.0387,Low
SUB00820,CUST02064,monthly,wellness_bundle,721,False,19.17,0.2637,Low
SUB00821,CUST02065,quarterly,haircare,731,False,5.06,0.035,Low
SUB00822,CUST02066,monthly,supplements,731,False,11.24,0.2086,Low
SUB00823,CUST02070,monthly,haircare,180,True,0.0,0.358,Medium
SUB00824,CUST02071,monthly,skincare,714,False,12.76,0.3545,Medium
SUB00825,CUST02073,monthly,supplements,120,True,0.0,0.8671,High
SUB00826,CUST02076,monthly,supplements,726,False,7.33,0.3706,Medium
SUB00827,CUST02077,monthly,supplements,714,False,9.92,0.4436,Medium
SUB00828,CUST02078,monthly,skincare,90,True,0.0,0.933,High
SUB00829,CUST02080,quarterly,wellness_bundle,709,False,4.03,0.0237,Low
SUB00830,CUST02081,monthly,skincare,710,False,11.35,0.3388,Medium
SUB00831,CUST02085,monthly,supplements,150,True,0.0,0.6885,High
SUB00832,CUST02090,quarterly,wellness_bundle,730,False,9.42,0.0319,Low
SUB00833,CUST02091,quarterly,supplements,713,False,4.28,0.0481,Low
SUB00834,CUST02094,monthly,skincare,711,False,13.11,0.36,Medium
SUB00835,CUST02096,quarterly,supplements,714,False,4.26,0.0482,Low
SUB00836,CUST02097,monthly,wellness_bundle,723,False,21.68,0.2694,Low
SUB00837,CUST02099,monthly,wellness_bundle,715,False,19.08,0.2743,Low
SUB00838,CUST02100,monthly,haircare,719,False,11.31,0.3613,Medium
SUB00839,CUST02101,quarterly,haircare,732,False,4.8,0.0359,Low
SUB00840,CUST02102,monthly,wellness_bundle,730,False,19.58,0.2584,Low
SUB00841,CUST02106,monthly,skincare,708,False,11.39,0.3433,Medium
SUB00842,CUST02108,monthly,skincare,180,True,0.0,0.3598,Medium
SUB00843,CUST02109,monthly,supplements,60,True,0.0,0.9815,High
SUB00844,CUST02110,monthly,supplements,150,True,0.0,0.6531,Medium
SUB00845,CUST02112,quarterly,haircare,713,False,5.13,0.0352,Low
SUB00846,CUST02113,quarterly,supplements,709,False,4.17,0.0488,Low
SUB00847,CUST02114,quarterly,wellness_bundle,722,False,9.06,0.0334,Low
SUB00848,CUST02115,monthly,supplements,707,False,10.11,0.4435,Medium
SUB00849,CUST02116,monthly,supplements,722,False,9.86,0.4352,Medium
SUB00850,CUST02117,monthly,skincare,90,True,0.0,0.9328,High
SUB00851,CUST02119,quarterly,wellness_bundle,726,False,9.58,0.0315,Low
SUB00852,CUST02120,quarterly,wellness_bundle,720,False,6.65,0.0278,Low
SUB00853,CUST02121,monthly,haircare,180,True,0.0,0.3433,Medium
SUB00854,CUST02122,monthly,skincare,706,False,13.17,0.3682,Medium
SUB00855,CUST02123,quarterly,skincare,706,False,4.19,0.0284,Low
SUB00856,CUST02124,quarterly,haircare,708,False,5.04,0.0357,Low
SUB00857,CUST02125,monthly,skincare,60,True,0.0,0.9768,High
SUB00858,CUST02128,monthly,skincare,150,True,0.0,0.5802,Medium
SUB00859,CUST02129,monthly,skincare,30,True,0.0,0.9921,High
SUB00860,CUST02132,monthly,supplements,150,True,0.0,0.6935,High
SUB00861,CUST02133,monthly,supplements,711,False,10.1,0.4353,Medium
SUB00862,CUST02134,quarterly,supplements,727,False,3.05,0.0354,Low
SUB00863,CUST02138,monthly,wellness_bundle,90,True,0.0,0.9223,High
SUB00864,CUST02139,monthly,skincare,60,True,0.0,0.9768,High
SUB00865,CUST02141,monthly,skincare,30,True,0.0,0.9918,High
SUB00866,CUST02142,monthly,supplements,30,True,0.0,0.9934,High
SUB00867,CUST02143,monthly,supplements,719,False,9.23,0.3898,Medium
SUB00868,CUST02145,quarterly,supplements,733,False,4.32,0.0474,Low
SUB00869,CUST02147,monthly,supplements,706,False,9.31,0.3979,Medium
SUB00870,CUST02148,quarterly,skincare,706,False,5.93,0.0367,Low
SUB00871,CUST02149,quarterly,haircare,727,False,5.12,0.0349,Low
SUB00872,CUST02151,quarterly,skincare,710,False,5.78,0.0372,Low
SUB00873,CUST02152,monthly,skincare,60,True,0.0,0.9755,High
SUB00874,CUST02153,quarterly,skincare,714,False,5.73,0.0372,Low
SUB00875,CUST02154,monthly,haircare,723,False,11.22,0.3605,Medium
SUB00876,CUST02157,monthly,wellness_bundle,710,False,22.14,0.2746,Low
SUB00877,CUST02160,monthly,skincare,150,True,0.0,0.6391,Medium
SUB00878,CUST02161,quarterly,wellness_bundle,728,False,9.77,0.0308,Low
SUB00879,CUST02164,quarterly,supplements,720,False,4.22,0.0482,Low
SUB00880,CUST02168,quarterly,supplements,713,False,4.25,0.0483,Low
SUB00881,CUST02170,quarterly,skincare,728,False,5.35,0.0382,Low
SUB00882,CUST02171,quarterly,supplements,725,False,4.14,0.0485,Low
SUB00883,CUST02173,monthly,wellness_bundle,726,False,20.99,0.289,Low
SUB00884,CUST02175,monthly,supplements,713,False,10.17,0.4302,Medium
SUB00885,CUST02182,monthly,haircare,90,True,0.0,0.7361,High
SUB00886,CUST02187,quarterly,haircare,680,False,3.64,0.0288,Low
SUB00887,CUST02194,monthly,supplements,675,False,9.53,0.3757,Medium
SUB00888,CUST02195,quarterly,skincare,698,False,3.86,0.0311,Low
SUB00889,CUST02196,monthly,skincare,700,False,11.45,0.318,Low
SUB00890,CUST02198,monthly,skincare,60,True,0.0,0.9202,High
SUB00891,CUST02199,quarterly,supplements,692,False,2.93,0.0392,Low
SUB00892,CUST02202,quarterly,skincare,689,False,2.15,0.0206,Low
SUB00893,CUST02203,monthly,supplements,682,False,8.01,0.3453,Medium
SUB00894,CUST02209,monthly,haircare,150,True,0.0,0.2755,Low
SUB00895,CUST02214,quarterly,haircare,90,True,0.0,0.0299,Low
SUB00896,CUST02220,monthly,skincare,150,True,0.0,0.306,Low
SUB00897,CUST02221,monthly,skincare,679,False,11.6,0.3091,Low
SUB00898,CUST02223,quarterly,skincare,692,False,4.15,0.0301,Low
SUB00899,CUST02224,monthly,supplements,688,False,8.76,0.3834,Medium
SUB00900,CUST02227,monthly,skincare,30,True,0.0,0.9715,High
SUB00901,CUST02249,monthly,supplements,690,False,9.22,0.3783,Medium
SUB00902,CUST02250,monthly,skincare,120,True,0.0,0.5621,Medium
SUB00903,CUST02255,quarterly,skincare,683,False,4.17,0.0302,Low
SUB00904,CUST02259,monthly,wellness_bundle,696,False,18.64,0.2674,Low
SUB00905,CUST02267,quarterly,haircare,677,False,3.47,0.0294,Low
SUB00906,CUST02268,monthly,haircare,694,False,10.05,0.3114,Low
SUB00907,CUST02272,quarterly,supplements,691,False,2.88,0.0395,Low
SUB00908,CUST02273,quarterly,haircare,687,False,2.1,0.0185,Low
SUB00909,CUST02277,quarterly,haircare,692,False,3.54,0.0289,Low
SUB00910,CUST02284,quarterly,haircare,678,False,3.46,0.0294,Low
SUB00911,CUST02286,monthly,wellness_bundle,704,False,21.79,0.1011,Low
SUB00912,CUST02290,monthly,skincare,30,True,0.0,0.9715,High
SUB00913,CUST02291,monthly,haircare,694,False,10.47,0.302,Low
SUB00914,CUST02293,monthly,haircare,675,False,8.93,0.2839,Low
SUB00915,CUST02299,quarterly,supplements,688,False,1.78,0.0243,Low
SUB00916,CUST02304,quarterly,supplements,695,False,3.05,0.0386,Low
SUB00917,CUST02307,monthly,skincare,687,False,11.61,0.313,Low
SUB00918,CUST02315,monthly,wellness_bundle,691,False,20.3,0.2319,Low
SUB00919,CUST02316,quarterly,skincare,690,False,3.92,0.031,Low
SUB00920,CUST02317,monthly,haircare,30,True,0.0,0.9694,High
SUB00921,CUST02318,quarterly,supplements,695,False,3.12,0.0383,Low
SUB00922,CUST02321,monthly,supplements,120,True,0.0,0.6502,Medium
SUB00923,CUST02325,monthly,haircare,683,False,10.48,0.3049,Low
SUB00924,CUST02326,quarterly,haircare,677,False,3.51,0.0293,Low
SUB00925,CUST02328,quarterly,supplements,679,False,2.97,0.0393,Low
SUB00926,CUST02329,monthly,supplements,682,False,9.26,0.3925,Medium
SUB00927,CUST02333,monthly,skincare,90,True,0.0,0.8006,High
SUB00928,CUST02336,monthly,supplements,703,False,10.27,0.1707,Low
SUB00929,CUST02337,monthly,haircare,679,False,8.62,0.2881,Low
SUB00930,CUST02338,monthly,skincare,60,True,0.0,0.9191,High
SUB00931,CUST02339,monthly,supplements,675,False,7.95,0.3398,Medium
SUB00932,CUST02342,quarterly,haircare,693,False,3.22,0.0301,Low
SUB00933,CUST02343,monthly,wellness_bundle,684,False,14.33,0.2248,Low
SUB00934,CUST02347,monthly,wellness_bundle,696,False,19.33,0.2488,Low
SUB00935,CUST02350,quarterly,haircare,688,False,3.35,0.0296,Low
SUB00936,CUST02353,quarterly,haircare,697,False,2.06,0.0185,Low
SUB00937,CUST02355,monthly,haircare,702,False,10.16,0.1218,Low
SUB00938,CUST02356,quarterly,supplements,680,False,3.08,0.0388,Low
SUB00939,CUST02360,monthly,wellness_bundle,684,False,19.75,0.2415,Low
SUB00940,CUST02363,monthly,skincare,697,False,9.79,0.2915,Low
SUB00941,CUST02365,monthly,supplements,690,False,6.3,0.3229,Low
SUB00942,CUST02371,monthly,skincare,701,False,13.15,0.1352,Low
SUB00943,CUST02372,quarterly,haircare,688,False,3.42,0.0294,Low
SUB00944,CUST02373,monthly,skincare,686,False,11.73,0.3192,Low
SUB00945,CUST02376,quarterly,skincare,685,False,4.15,0.0302,Low
SUB00946,CUST02378,quarterly,supplements,691,False,3.08,0.0385,Low
SUB00947,CUST02379,monthly,skincare,60,True,0.0,0.8996,High
SUB00948,CUST02381,quarterly,wellness_bundle,675,False,6.86,0.0277,Low
SUB00949,CUST02383,quarterly,skincare,683,False,4.09,0.0305,Low
SUB00950,CUST02385,monthly,skincare,30,True,0.0,0.9714,High
SUB00951,CUST02387,quarterly,haircare,689,False,3.52,0.029,Low
SUB00952,CUST02391,monthly,supplements,120,True,0.0,0.5907,Medium
SUB00953,CUST02392,monthly,supplements,682,False,8.71,0.3963,Medium
SUB00954,CUST02394,monthly,wellness_bundle,150,True,0.0,0.2488,Low
SUB00955,CUST02395,quarterly,skincare,702,False,6.04,0.0104,Low
SUB00956,CUST02396,monthly,skincare,690,False,11.74,0.3043,Low
SUB00957,CUST02398,monthly,skincare,692,False,7.67,0.2829,Low
SUB00958,CUST02399,quarterly,supplements,691,False,1.64,0.0247,Low
SUB00959,CUST02402,quarterly,wellness_bundle,678,False,6.52,0.0288,Low
SUB00960,CUST02403,quarterly,skincare,687,False,3.95,0.0309,Low
SUB00961,CUST02406,quarterly,skincare,90,True,0.0,0.0303,Low
SUB00962,CUST02411,monthly,haircare,695,False,10.39,0.302,Low
SUB00963,CUST02413,monthly,skincare,90,True,0.0,0.7916,High
SUB00964,CUST02418,quarterly,skincare,690,False,4.21,0.0299,Low
SUB00965,CUST02419,quarterly,wellness_bundle,695,False,6.81,0.0272,Low
SUB00966,CUST02423,monthly,wellness_bundle,697,False,16.59,0.2384,Low
SUB00967,CUST02424,monthly,wellness_bundle,679,False,20.23,0.2372,Low
SUB00968,CUST02430,quarterly,skincare,682,False,3.66,0.0322,Low
SUB00969,CUST02431,monthly,skincare,682,False,9.8,0.2944,Low
SUB00970,CUST02449,quarterly,haircare,696,False,3.7,0.0282,Low
SUB00971,CUST02456,quarterly,supplements,688,False,1.68,0.0246,Low
SUB00972,CUST02457,monthly,haircare,693,False,10.01,0.3093,Low
SUB00973,CUST02459,quarterly,skincare,677,False,4.02,0.0309,Low
SUB00974,CUST02460,monthly,supplements,689,False,7.63,0.3478,Medium
SUB00975,CUST02462,monthly,haircare,691,False,9.95,0.3244,Low
SUB00976,CUST02464,quarterly,supplements,702,False,4.49,0.0136,Low
SUB00977,CUST02465,monthly,skincare,60,True,0.0,0.9205,High
SUB00978,CUST02467,monthly,wellness_bundle,682,False,19.21,0.2578,Low
SUB00979,CUST02468,monthly,haircare,90,True,0.0,0.7806,High
SUB00980,CUST02471,monthly,skincare,681,False,9.91,0.2906,Low
SUB00981,CUST02473,monthly,skincare,30,True,0.0,0.9711,High
SUB00982,CUST02474,quarterly,supplements,689,False,3.09,0.0386,Low
SUB00983,CUST02476,quarterly,haircare,700,False,3.2,0.03,Low
SUB00984,CUST02477,quarterly,skincare,698,False,3.97,0.0306,Low
SUB00985,CUST02480,monthly,supplements,680,False,8.86,0.3925,Medium
SUB00986,CUST02482,quarterly,skincare,685,False,3.99,0.0309,Low
SUB00987,CUST02483,monthly,skincare,704,False,9.5,0.118,Low
SUB00988,CUST02484,monthly,skincare,30,True,0.0,0.9714,High
SUB00989,CUST02487,monthly,skincare,60,True,0.0,0.9177,High
SUB00990,CUST02488,monthly,supplements,684,False,7.84,0.3399,Medium
SUB00991,CUST02489,quarterly,supplements,686,False,3.27,0.0378,Low
SUB00992,CUST02490,monthly,haircare,676,False,8.94,0.2843,Low
SUB00993,CUST02492,monthly,wellness_bundle,696,False,20.18,0.2363,Low
SUB00994,CUST02495,quarterly,supplements,687,False,2.9,0.0395,Low
SUB00995,CUST02496,quarterly,supplements,693,False,3.16,0.0381,Low
SUB00996,CUST02497,monthly,haircare,697,False,7.98,0.3032,Low
SUB00997,CUST02498,monthly,supplements,120,True,0.0,0.5937,Medium
SUB00998,CUST02499,monthly,supplements,120,True,0.0,0.6291,Medium
SUB00999,CUST02500,quarterly,wellness_bundle,699,False,6.37,0.0286,Low
SUB01000,CUST02501,monthly,skincare,90,True,0.0,0.7947,High
SUB01001,CUST02502,quarterly,skincare,699,False,3.75,0.0315,Low
SUB01002,CUST02503,monthly,supplements,90,True,0.0,0.8055,High
SUB01003,CUST02505,quarterly,haircare,685,False,3.58,0.0289,Low
SUB01004,CUST02508,monthly,supplements,701,False,10.03,0.1822,Low
SUB01005,CUST02509,monthly,haircare,688,False,10.87,0.2926,Low
SUB01006,CUST02510,quarterly,haircare,678,False,3.63,0.0288,Low
SUB01007,CUST02511,quarterly,supplements,683,False,2.85,0.0398,Low
SUB01008,CUST02512,quarterly,wellness_bundle,676,False,7.02,0.0271,Low
SUB01009,CUST02513,monthly,skincare,694,False,11.47,0.3177,Low
SUB01010,CUST02514,monthly,haircare,680,False,10.97,0.2981,Low
SUB01011,CUST02517,monthly,skincare,90,True,0.0,0.803,High
SUB01012,CUST02519,monthly,wellness_bundle,150,True,0.0,0.2649,Low
SUB01013,CUST02520,monthly,skincare,120,True,0.0,0.5258,Medium
SUB01014,CUST02521,quarterly,skincare,694,False,3.69,0.0318,Low
SUB01015,CUST02522,monthly,wellness_bundle,688,False,18.79,0.2637,Low
SUB01016,CUST02524,quarterly,skincare,677,False,2.17,0.0207,Low
SUB01017,CUST02525,monthly,supplements,676,False,9.01,0.3836,Medium
SUB01018,CUST02526,monthly,skincare,700,False,11.68,0.3077,Low
SUB01019,CUST02527,quarterly,supplements,700,False,3.07,0.0384,Low
SUB01020,CUST02529,quarterly,haircare,699,False,3.59,0.0286,Low
SUB01021,CUST02533,monthly,supplements,690,False,9.04,0.3738,Medium
SUB01022,CUST02534,monthly,haircare,676,False,10.46,0.3217,Low
SUB01023,CUST02535,quarterly,skincare,675,False,2.14,0.0208,Low
SUB01024,CUST02536,quarterly,skincare,694,False,4.03,0.0305,Low
SUB01025,CUST02537,monthly,skincare,681,False,11.81,0.3055,Low
SUB01026,CUST02541,quarterly,supplements,703,False,4.33,0.0138,Low
SUB01027,CUST02544,monthly,skincare,695,False,10.98,0.3345,Medium
SUB01028,CUST02545,monthly,wellness_bundle,679,False,19.24,0.2576,Low
SUB01029,CUST02546,quarterly,haircare,686,False,3.61,0.0287,Low
SUB01030,CUST02547,monthly,haircare,90,True,0.0,0.7912,High
SUB01031,CUST02548,monthly,skincare,680,False,11.38,0.3351,Medium
SUB01032,CUST02549,monthly,skincare,687,False,9.71,0.2955,Low
SUB01033,CUST02550,monthly,supplements,675,False,9.08,0.3949,Medium
SUB01034,CUST02551,monthly,supplements,691,False,9.21,0.3785,Medium
SUB01035,CUST02552,monthly,wellness_bundle,680,False,16.52,0.2494,Low
SUB01036,CUST02553,quarterly,skincare,680,False,3.76,0.0318,Low
SUB01037,CUST02554,quarterly,supplements,701,False,4.55,0.0136,Low
SUB01038,CUST02555,quarterly,skincare,687,False,3.93,0.031,Low
SUB01039,CUST02557,quarterly,supplements,680,False,2.92,0.0395,Low
SUB01040,CUST02558,monthly,skincare,675,False,12.58,0.2957,Low
SUB01041,CUST02560,monthly,supplements,30,True,0.0,0.9773,High
SUB01042,CUST02561,monthly,haircare,701,False,12.13,0.1252,Low
SUB01043,CUST02562,monthly,skincare,150,True,0.0,0.3267,Low
SUB01044,CUST02563,monthly,wellness_bundle,682,False,19.87,0.2407,Low
SUB01045,CUST02564,monthly,supplements,30,True,0.0,0.9779,High
SUB01046,CUST02567,monthly,skincare,675,False,10.15,0.2931,Low
SUB01047,CUST02569,monthly,haircare,701,False,10.09,0.1221,Low
SUB01048,CUST02570,monthly,supplements,687,False,8.91,0.3942,Medium
SUB01049,CUST02572,monthly,haircare,681,False,10.35,0.3076,Low
SUB01050,CUST02573,monthly,haircare,679,False,10.62,0.3132,Low
SUB01051,CUST02574,monthly,supplements,676,False,7.85,0.3463,Medium
SUB01052,CUST02575,monthly,haircare,682,False,10.33,0.302,Low
SUB01053,CUST02576,quarterly,supplements,696,False,2.77,0.04,Low
SUB01054,CUST02577,monthly,wellness_bundle,696,False,18.76,0.265,Low
SUB01055,CUST02578,monthly,skincare,60,True,0.0,0.9192,High
SUB01056,CUST02579,monthly,skincare,677,False,11.89,0.3098,Low
SUB01057,CUST02581,monthly,wellness_bundle,60,True,0.0,0.9062,High
SUB01058,CUST02583,quarterly,wellness_bundle,689,False,6.64,0.028,Low
SUB01059,CUST02587,monthly,supplements,90,True,0.0,0.7952,High
SUB01060,CUST02590,quarterly,wellness_bundle,677,False,6.44,0.0291,Low
SUB01061,CUST02591,monthly,supplements,60,True,0.0,0.9358,High
SUB01062,CUST02593,monthly,skincare,663,False,9.92,0.3326,Medium
SUB01063,CUST02608,monthly,skincare,90,True,0.0,0.5959,Medium
SUB01064,CUST02610,quarterly,supplements,649,False,3.27,0.0143,Low
SUB01065,CUST02611,monthly,supplements,666,False,7.75,0.3878,Medium
SUB01066,CUST02612,monthly,wellness_bundle,654,False,13.95,0.2691,Low
SUB01067,CUST02616,monthly,haircare,657,False,8.98,0.3198,Low
SUB01068,CUST02621,monthly,haircare,658,False,7.48,0.2876,Low
SUB01069,CUST02625,monthly,skincare,651,False,8.7,0.2871,Low
SUB01070,CUST02630,quarterly,supplements,670,False,3.29,0.0141,Low
SUB01071,CUST02631,quarterly,haircare,646,False,3.85,0.0106,Low
SUB01072,CUST02632,quarterly,wellness_bundle,668,False,6.72,0.0105,Low
SUB01073,CUST02634,monthly,supplements,120,True,0.0,0.4042,Medium
SUB01074,CUST02636,quarterly,haircare,653,False,3.63,0.0108,Low
SUB01075,CUST02637,monthly,supplements,646,False,6.41,0.3647,Medium
SUB01076,CUST02638,monthly,supplements,30,True,0.0,0.9384,High
SUB01077,CUST02644,monthly,haircare,651,False,9.6,0.3067,Low
SUB01078,CUST02652,quarterly,skincare,655,False,4.31,0.0112,Low
SUB01079,CUST02664,monthly,haircare,670,False,8.75,0.3158,Low
SUB01080,CUST02681,monthly,supplements,663,False,7.48,0.4102,Medium
SUB01081,CUST02682,monthly,haircare,648,False,9.43,0.3099,Low
SUB01082,CUST02684,quarterly,haircare,661,False,3.38,0.0111,Low
SUB01083,CUST02686,monthly,supplements,651,False,7.8,0.3902,Medium
SUB01084,CUST02690,quarterly,haircare,658,False,3.74,0.0107,Low
SUB01085,CUST02697,monthly,supplements,658,False,6.63,0.3439,Medium
SUB01086,CUST02698,quarterly,skincare,646,False,4.23,0.0114,Low
SUB01087,CUST02700,monthly,skincare,646,False,10.27,0.3232,Low
SUB01088,CUST02701,monthly,skincare,90,True,0.0,0.5873,Medium
SUB01089,CUST02706,monthly,wellness_bundle,651,False,17.26,0.2785,Low
SUB01090,CUST02708,quarterly,skincare,653,False,2.15,0.0077,Low
SUB01091,CUST02709,monthly,skincare,90,True,0.0,0.5781,Medium
SUB01092,CUST02714,monthly,wellness_bundle,645,False,18.21,0.2559,Low
SUB01093,CUST02715,monthly,wellness_bundle,90,True,0.0,0.5408,Medium
SUB01094,CUST02718,monthly,supplements,647,False,7.87,0.3898,Medium
SUB01095,CUST02719,monthly,wellness_bundle,671,False,19.91,0.105,Low
SUB01096,CUST02721,monthly,skincare,665,False,10.17,0.3253,Low
SUB01097,CUST02724,monthly,supplements,669,False,7.84,0.3963,Medium
SUB01098,CUST02728,quarterly,skincare,646,False,4.53,0.011,Low
SUB01099,CUST02731,monthly,supplements,120,True,0.0,0.311,Low
SUB01100,CUST02735,monthly,skincare,658,False,8.58,0.2874,Low
SUB01101,CUST02737,monthly,haircare,657,False,7.44,0.2803,Low
SUB01102,CUST02739,quarterly,skincare,667,False,3.96,0.0116,Low
SUB01103,CUST02741,quarterly,haircare,673,False,3.48,0.0109,Low
SUB01104,CUST02743,monthly,haircare,650,False,9.05,0.3232,Low
SUB01105,CUST02745,monthly,haircare,90,True,0.0,0.5726,Medium
SUB01106,CUST02746,quarterly,supplements,651,False,3.09,0.0146,Low
SUB01107,CUST02754,monthly,skincare,60,True,0.0,0.8042,High
SUB01108,CUST02757,monthly,supplements,649,False,7.85,0.4058,Medium
SUB01109,CUST02764,monthly,wellness_bundle,670,False,12.86,0.275,Low
SUB01110,CUST02765,monthly,wellness_bundle,662,False,14.25,0.2629,Low
SUB01111,CUST02768,quarterly,supplements,673,False,2.98,0.0147,Low
SUB01112,CUST02779,monthly,haircare,673,False,8.89,0.1263,Low
SUB01113,CUST02780,monthly,haircare,661,False,9.23,0.3146,Low
SUB01114,CUST02794,quarterly,supplements,647,False,3.33,0.0143,Low
SUB01115,CUST02799,quarterly,skincare,663,False,3.83,0.0118,Low
SUB01116,CUST02803,monthly,haircare,669,False,7.21,0.2817,Low
SUB01117,CUST02804,monthly,supplements,667,False,7.62,0.39,Medium
SUB01118,CUST02808,monthly,skincare,653,False,10.6,0.3163,Low
SUB01119,CUST02809,monthly,skincare,60,True,0.0,0.806,High
SUB01120,CUST02817,quarterly,skincare,647,False,4.14,0.0115,Low
SUB01121,CUST02820,quarterly,supplements,650,False,3.33,0.0142,Low
SUB01122,CUST02825,monthly,skincare,659,False,10.51,0.3207,Low
SUB01123,CUST02827,monthly,supplements,670,False,4.88,0.3201,Low
SUB01124,CUST02830,monthly,haircare,659,False,7.59,0.2913,Low
SUB01125,CUST02831,monthly,supplements,654,False,7.88,0.3882,Medium
SUB01126,CUST02835,monthly,haircare,657,False,8.98,0.327,Low
SUB01127,CUST02838,quarterly,haircare,673,False,3.41,0.011,Low
SUB01128,CUST02839,monthly,skincare,652,False,8.56,0.289,Low
SUB01129,CUST02840,quarterly,haircare,649,False,3.77,0.0107,Low
SUB01130,CUST02846,monthly,wellness_bundle,669,False,16.81,0.2665,Low
SUB01131,CUST02848,quarterly,haircare,658,False,3.73,0.0107,Low
